pan,name,date,rosette,cauline,days
8,B4-11-7,26,12,5,35
8,B4-11-8,20,5,3,29
8,B4-12-1,23,8,5,32
8,B4-12-2,24,8,4,33
8,B4-12-3,20,5,3,29
8,B4-12-4,23,6,3,32
8,B4-12-5,29,9,7,38
8,B4-12-6,28,8,6,37
8,B4-12-7,23,9,5,32
8,B4-12-8,28,7,5,37
8,B4-13-1,21,8,4,30
8,B4-13-2,25,6,4,34
8,B4-13-3,20,6,3,29
8,B4-13-5,22,7,4,31
8,B4-13-6,30,12,7,39
8,B4-13-7,20,5,3,29
8,B4-13-8,20,5,2,29
8,B4-14-1,28,8,4,37
8,B4-14-2,23,6,5,32
8,B4-14-3,22,10,5,31
8,B4-14-4,23,9,5,32
8,B4-14-5,22,8,4,31
8,B4-14-6,25,11,5,34
8,B4-14-7,30,7,5,39
8,B4-14-8,20,6,3,29
8,B4-15-1,18,6,4,27
8,B4-15-3,24,9,4,33
8,B4-15-4,16,5,3,25
8,B4-15-5,24,4,3,33
8,B4-15-6,16,4,2,25
8,B4-15-7,28,10,6,37
8,B4-15-8,16,5,3,25
9,C1-1-1,1,7,3,40
9,C1-1-2,29,6,2,38
9,C1-1-4,30,6,4,39
9,C1-1-5,1,5,4,40
9,C1-1-6,1,11,5,40
9,C1-1-7,3,5,3,42
9,C1-1-8,1,10,4,40
9,C1-2-1,1,11,5,40
9,C1-2-2,24,6,3,33
9,C1-2-4,4,8,3,43
9,C1-2-5,26,10,7,35
9,C1-2-6,6,9,5,45
9,C1-2-7,1,15,7,40
9,C1-2-8,24,5,3,33
9,C1-3-1,9,12,7,48
9,C1-3-3,4,13,6,43
9,C1-3-5,1,13,6,40
9,C1-3-6,20,5,3,29
9,C1-3-7,7,11,5,46
9,C1-3-8,7,13,6,46
9,C1-5-2,30,10,3,39
9,C1-5-3,26,4,4,35
9,C1-5-4,23,5,3,32
9,C1-6-1,8,20,7,47
9,C1-6-2,4,8,4,43
9,C1-6-3,1,12,7,40
9,C1-6-4,2,11,5,41
9,C1-6-7,28,6,3,37
9,C1-6-8,28,8,4,37
9,C1-7-1,3,9,6,42
9,C1-7-2,24,7,4,33
9,C1-7-3,23,6,3,32
9,C1-7-4,2,7,5,41
9,C1-7-5,21,6,3,30
9,C1-7-6,29,5,2,38
9,C1-7-8,29,4,3,38
9,C1-8-1,26,5,3,35
9,C1-8-2,27,9,4,36
9,C1-8-4,25,8,5,34
9,C1-8-5,4,13,8,43
9,C1-8-6,27,9,5,36
9,C1-8-8,25,7,4,34
9,C1-10-1,4,14,6,43
9,C1-10-2,8,23,8,47
9,C1-10-3,26,6,3,35
9,C1-10-5,27,4,3,36
9,C1-10-6,4,14,5,43
9,C1-10-7,22,5,2,31
9,C1-10-8,28,8,5,37
9,C1-11-1,29,6,4,38
9,C1-11-2,4,14,6,43
9,C1-11-3,20,4,3,29
9,C1-11-4,5,6,5,44
9,C1-11-6,9,16,8,48
9,C1-11-7,1,11,6,40
9,C1-11-8,6,17,5,45
9,C1-12-1,28,5,4,37
9,C1-12-2,6,14,6,45
9,C1-12-3,26,6,3,35
9,C1-12-4,24,7,5,33
9,C1-12-5,27,5,3,36
9,C1-12-6,29,8,6,38
9,C1-12-7,6,12,6,45
9,C1-12-8,22,6,3,31
9,C1-13-1,5,11,7,44
9,C1-13-2,29,7,5,38
9,C1-13-4,9,18,5,48
9,C1-13-6,29,15,8,38
9,C1-13-7,22,7,5,31
9,C1-13-8,22,5,3,31
9,C1-14-1,24,7,3,33
9,C1-14-2,20,5,2,29
9,C1-14-3,20,5,2,29
9,C1-14-4,28,6,4,37
9,C1-14-6,25,5,1,34
9,C1-14-7,5,10,6,44
9,C1-14-8,24,6,2,33
9,C1-15-1,27,8,5,36
9,C1-15-2,5,18,8,44
9,C1-15-4,1,12,7,40
9,C1-15-6,19,5,3,28
9,C1-15-7,7,8,5,46
9,C1-15-8,1,11,6,40
10,C2-1-1,1,12,5,40
10,C2-1-2,3,13,5,42
10,C2-1-3,21,5,3,30
10,C2-1-4,24,7,4,33
10,C2-1-6,29,10,4,38
10,C2-1-8,11,10,9,20
10,C2-2-2,25,9,5,34
10,C2-2-3,19,5,5,28
10,C2-2-4,28,9,5,37
10,C2-2-5,7,18,7,46
10,C2-2-6,28,6,5,37
10,C2-2-7,29,8,5,38
10,C2-3-1,20,5,2,29
10,C2-3-2,22,5,3,31
10,C2-3-3,25,9,5,34
10,C2-3-4,1,9,5,40
10,C2-3-5,28,13,6,37
10,C2-3-6,28,10,7,37
10,C2-3-8,24,8,5,33
10,C2-4-2,10,15,7,49
10,C2-4-3,21,5,4,30
10,C2-4-4,3,19,10,42
10,C2-4-5,27,7,4,36
10,C2-4-6,11,20,10,20
10,C2-4-7,11,13,8,20
10,C2-4-8,27,8,4,36
10,C2-5-1,1,7,6,40
10,C2-5-2,20,5,3,29
10,C2-5-3,25,6,5,34
10,C2-5-4,23,6,3,32
10,C2-5-5,29,6,4,38
10,C2-5-6,27,8,3,36
10,C2-5-7,8,16,7,47
10,C2-5-8,24,4,3,33
10,C2-6-1,5,13,5,44
10,C2-6-2,20,5,3,29
10,C2-6-3,3,9,4,42
10,C2-6-4,22,6,2,31
10,C2-6-5,3,13,6,42
10,C2-6-6,19,4,3,28
10,C2-6-7,27,7,4,36
10,C2-6-8,30,11,6,39
10,C2-7-1,23,9,6,32
10,C2-7-2,24,6,2,33
10,C2-7-3,4,9,6,43
10,C2-7-4,29,10,7,38
10,C2-7-5,27,11,4,36
10,C2-7-6,24,5,4,33
10,C2-7-7,23,8,4,32
10,C2-7-8,6,14,8,45
10,C2-8-1,19,5,3,28
10,C2-8-2,3,15,9,42
10,C2-8-3,5,6,4,44
10,C2-8-4,28,10,4,37
10,C2-8-5,6,16,8,45
10,C2-8-6,28,7,5,37
10,C2-8-7,1,14,5,40
10,C2-8-8,2,6,3,41
10,C2-9-1,22,7,3,31
10,C2-9-2,22,6,4,31
10,C2-9-3,24,7,5,33
10,C2-9-4,29,11,5,38
10,C2-9-5,17,4,2,26
10,C2-9-6,1,17,8,40
10,C2-9-8,21,5,2,30
10,C2-10-1,24,6,3,33
10,C2-10-2,25,6,5,34
10,C2-10-3,23,7,4,32
10,C2-10-4,25,5,5,34
10,C2-10-6,23,6,3,32
10,C2-10-7,27,6,4,36
10,C2-10-8,29,11,6,38
10,C2-11-1,27,8,3,36
10,C2-11-2,29,14,6,38
10,C2-11-3,8,14,5,47
10,C2-11-4,4,9,5,43
10,C2-11-5,27,8,5,36
10,C2-11-6,25,6,4,34
10,C2-11-7,23,5,3,32
10,C2-12-1,21,5,3,30
10,C2-12-2,27,10,6,36
10,C2-12-3,3,17,6,42
10,C2-12-4,26,5,3,35
10,C2-12-5,17,4,2,26
10,C2-12-7,25,4,2,34
10,C2-12-8,26,5,2,35
10,C2-13-1,29,9,5,38
10,C2-13-2,27,11,6,36
10,C2-13-3,22,8,4,31
10,C2-13-4,6,10,6,45
10,C2-13-5,18,5,3,27
10,C2-13-6,5,22,6,44
10,C2-13-7,23,4,3,32
10,C2-13-8,25,8,5,34
10,C2-14-1,27,10,5,36
10,C2-14-3,29,10,4,38
10,C2-14-4,27,14,7,36
10,C2-14-5,29,8,5,38
10,C2-14-8,2,12,6,41
10,C2-15-1,18,5,2,27
10,C2-15-2,7,12,4,46
10,C2-15-3,24,5,2,33
10,C2-15-4,29,6,4,38
10,C2-15-5,27,8,4,36
10,C2-15-7,25,6,4,34
10,C2-15-8,23,5,2,32
11,C3-1-1,21,4,3,30
11,C3-1-2,3,8,5,42
11,C3-1-4,29,9,5,38
11,C3-1-5,23,4,2,32
11,C3-1-6,25,9,7,34
11,C3-1-7,29,9,5,38
11,C3-1-8,27,5,2,36
11,C3-2-1,23,7,5,32
11,C3-2-2,24,5,2,33
11,C3-2-3,28,8,5,37
11,C3-2-5,21,5,2,30
11,C3-2-6,30,9,6,39
11,C3-2-7,22,7,5,31
11,C3-2-8,23,6,3,32
11,C3-3-1,25,6,3,34
11,C3-3-2,4,13,6,43
11,C3-3-3,25,5,3,34
11,C3-3-4,20,4,3,29
11,C3-3-5,28,8,5,37
11,C3-3-6,28,9,7,37
11,C3-3-7,27,5,3,36
11,C3-3-8,1,16,7,40
11,C3-4-1,22,5,2,31
11,C3-4-3,20,5,2,29
11,C3-4-5,17,5,1,26
11,C3-4-6,30,9,6,39
11,C3-5-1,27,6,3,36
11,C3-5-2,23,6,3,32
11,C3-5-3,3,6,5,42
11,C3-5-4,25,9,5,34
11,C3-5-6,23,4,3,32
11,C3-5-8,29,5,3,38
11,C3-6-1,29,6,3,38
11,C3-6-2,2,9,4,41
11,C3-6-3,29,10,5,38
11,C3-6-4,30,12,7,39
11,C3-6-6,1,9,5,40
11,C3-6-7,22,6,4,31
11,C3-6-8,21,5,3,30
11,C3-7-1,22,6,3,31
11,C3-7-2,10,16,7,49
11,C3-7-3,28,11,5,37
11,C3-7-4,25,5,2,34
11,C3-7-5,28,9,5,37
11,C3-7-6,25,7,3,34
11,C3-7-8,29,11,5,38
11,C3-8-2,29,5,4,38
11,C3-8-3,1,7,4,40
11,C3-8-4,3,10,4,42
11,C3-8-6,26,8,4,35
11,C3-8-7,21,6,2,30
11,C3-8-8,1,13,5,40
11,C3-9-1,30,10,5,39
11,C3-9-2,18,4,3,27
11,C3-9-3,20,4,3,29
11,C3-9-4,1,10,5,40
11,C3-9-5,29,8,4,38
11,C3-9-6,5,15,7,44
11,C3-9-7,21,5,3,30
11,C3-10-1,22,4,3,31
11,C3-10-2,8,17,7,47
11,C3-10-3,19,4,2,28
11,C3-10-5,5,18,7,44
11,C3-10-6,26,12,5,35
11,C3-10-7,23,5,3,32
11,C3-10-8,1,10,4,40
11,C3-11-1,1,8,6,40
11,C3-11-3,28,8,5,37
11,C3-11-4,1,11,3,40
11,C3-11-5,29,5,3,38
11,C3-11-7,1,11,5,40
11,C3-11-8,30,14,8,39
11,C3-12-1,25,9,5,34
11,C3-12-2,23,7,3,32
11,C3-12-3,29,11,6,38
11,C3-12-5,20,5,3,29
11,C3-12-6,28,9,5,37
11,C3-12-8,29,12,6,38
11,C3-13-1,2,10,4,41
11,C3-13-2,20,4,2,29
11,C3-13-3,27,9,5,36
11,C3-13-4,1,15,8,40
11,C3-13-6,30,8,4,39
11,C3-13-7,28,9,4,37
11,C3-14-2,24,5,1,33
11,C3-14-3,25,9,7,34
11,C3-14-4,22,5,2,31
11,C3-14-5,23,5,3,32
11,C3-14-6,24,7,4,33
11,C3-14-8,2,12,6,41
11,C3-15-2,28,11,6,37
11,C3-15-3,29,11,5,38
11,C3-15-4,25,4,3,34
11,C3-15-5,20,4,2,29
11,C3-15-6,30,13,8,39
11,C3-15-7,19,5,3,28
11,C3-15-8,30,9,6,39
12,C4-1-1,30,6,4,39
12,C4-1-2,28,9,5,37
12,C4-1-4,6,12,4,45
12,C4-1-5,3,7,6,42
12,C4-1-6,10,18,7,49
12,C4-1-7,29,5,2,38
12,C4-1-8,3,8,5,42
12,C4-2-1,24,5,2,33
12,C4-2-2,26,6,4,35
12,C4-2-3,28,5,3,37
12,C4-2-4,9,12,5,48
12,C4-2-5,26,4,3,35
12,C4-2-6,27,5,2,36
12,C4-2-7,25,6,5,34
12,C4-3-2,29,6,8,38
12,C4-3-3,30,9,4,39
12,C4-3-4,26,6,2,35
12,C4-3-5,29,5,3,38
12,C4-3-6,30,8,3,39
12,C4-3-7,23,5,3,32
12,C4-3-8,25,4,3,34
12,C4-4-1,6,10,6,45
12,C4-4-2,23,4,2,32
12,C4-4-3,25,7,5,34
12,C4-4-4,23,4,2,32
12,C4-4-5,26,4,3,35
12,C4-4-6,29,6,2,38
12,C4-4-7,24,5,3,33
12,C4-4-8,3,10,7,42
12,C4-5-1,21,6,2,30
12,C4-5-2,29,9,7,38
12,C4-5-3,30,5,4,39
12,C4-5-4,2,12,8,41
12,C4-5-5,30,5,2,39
12,C4-5-8,6,10,5,45
12,C4-6-1,9,16,6,48
12,C4-6-2,21,5,3,30
12,C4-6-3,6,8,5,45
12,C4-6-4,28,6,3,37
12,C4-6-5,3,6,3,42
12,C4-6-6,30,10,7,39
12,C4-6-7,30,9,6,39
12,C4-6-8,20,4,3,29
12,C4-7-1,29,10,6,38
12,C4-7-4,21,4,3,30
12,C4-7-5,11,10,7,20
12,C4-7-6,8,19,9,47
12,C4-7-7,25,5,2,34
12,C4-7-8,30,11,7,39
12,C4-8-2,25,6,4,34
12,C4-8-3,1,8,5,40
12,C4-8-5,27,7,5,36
12,C4-8-6,1,14,7,40
12,C4-8-7,24,6,6,33
12,C4-8-8,29,10,5,38
12,C4-9-1,23,7,3,32
12,C4-9-3,30,8,5,39
12,C4-9-4,29,6,3,38
12,C4-9-6,23,6,4,32
12,C4-10-1,1,10,5,40
12,C4-10-2,24,5,3,33
12,C4-10-3,4,10,4,43
12,C4-10-4,9,16,9,48
12,C4-10-5,5,8,6,44
12,C4-10-6,5,10,7,44
12,C4-10-7,25,5,2,34
12,C4-10-8,5,8,4,44
12,C4-11-1,4,10,6,43
12,C4-11-2,28,6,3,37
12,C4-11-3,4,11,6,43
12,C4-11-5,1,11,6,40
12,C4-11-6,24,5,3,33
12,C4-11-7,1,10,5,40
12,C4-11-8,3,10,5,42
12,C4-12-1,30,13,5,39
12,C4-12-2,22,5,3,31
12,C4-12-3,22,6,3,31
12,C4-12-4,29,8,7,38
12,C4-12-5,28,12,6,37
12,C4-12-6,28,6,3,37
12,C4-12-7,5,17,5,44
12,C4-12-8,30,9,2,39
12,C4-13-1,29,9,7,38
12,C4-13-2,22,6,3,31
12,C4-13-3,25,8,6,34
12,C4-13-5,24,7,4,33
12,C4-13-6,2,14,7,41
12,C4-13-8,22,5,2,31
12,C4-14-1,25,6,5,34
12,C4-14-2,22,7,4,31
12,C4-14-3,29,8,6,38
12,C4-14-4,24,6,3,33
12,C4-14-5,3,14,4,42
12,C4-14-6,4,12,5,43
12,C4-14-7,1,10,6,40
12,C4-14-8,28,5,2,37
12,C4-15-1,21,5,5,30
12,C4-15-2,24,4,3,33
12,C4-15-3,2,11,7,41
12,C4-15-4,9,16,6,48
12,C4-15-7,1,6,5,40
12,C4-15-8,2,9,3,41
13,D1-1-1,24,6,3,33
13,D1-1-2,5,11,5,44
13,D1-1-3,21,6,2,30
13,D1-1-4,5,16,5,44
13,D1-1-5,22,7,3,31
13,D1-1-6,29,5,4,38
13,D1-1-7,25,4,2,34
13,D1-1-8,29,8,6,38
13,D1-2-1,26,6,2,35
13,D1-2-2,28,9,5,37
13,D1-2-3,6,14,8,45
13,D1-2-4,27,5,3,36
13,D1-2-5,30,13,5,39
13,D1-2-6,30,14,7,39
13,D1-2-7,25,6,3,34
13,D1-2-8,28,12,5,37
13,D1-3-1,25,7,3,34
13,D1-3-2,26,8,3,35
13,D1-3-3,5,15,7,44
13,D1-3-4,2,6,4,41
13,D1-3-5,9,17,6,48
13,D1-3-6,29,8,5,38
13,D1-3-7,29,11,7,38
13,D1-4-1,22,4,3,31
13,D1-4-2,27,6,3,36
13,D1-4-3,29,7,5,38
13,D1-4-4,20,5,2,29
13,D1-4-5,21,6,2,30
13,D1-4-7,26,5,3,35
